,zipcode,county,state,latitude,longitude
0,13309,Oneida County,NY,43.4678157,-75.3178952
1,34785,Sumter County,FL,28.8356269,-82.06250519999999
2,46960,Pulaski County,IN,41.1681788,-86.51986509999999
3,54552,Price County,WI,45.9416921,-90.2707643
4,62035,Madison County,IL,38.9665543,-90.2432307
5,62988,Alexander County,IL,37.2309597,-89.3037147
6,66515,Brown County,KS,39.9435193,-95.7089241
7,84111,Salt Lake County,UT,40.7569389,-111.8836874
8,63330,Pike County,MO,39.2659734,-90.8008388
9,62014,Macoupin County,IL,39.0502219,-89.9440061
10,64060,Clay County,MO,39.3729059,-94.387352
11,95589,Humboldt County,CA,40.0203165,-123.9688785
12,13667,St. Lawrence County,NY,44.83606289999999,-74.9377963
13,30276,Coweta County,GA,33.2749296,-84.56414699999999
14,98858,Douglas County,WA,47.6997756,-119.8740118
15,29470,Charleston County,SC,32.8109461,-80.254435
16,18977,Bucks County,PA,40.2759571,-74.86825689999999
17,28726,Henderson County,NC,35.2788129,-82.4156829
18,97380,Lincoln County,OR,44.7691531,-123.9016666
19,69345,Banner County,NE,41.5903148,-103.8680047
20,76501,Bell County,TX,31.082147,-97.2437105
21,70355,Lafourche Parish,LA,29.6723954,-90.4313729
22,87514,Taos County,NM,36.53866560000001,-105.5357139
23,26852,Hampshire County,WV,39.2585819,-78.9401383
24,28439,Columbus County,NC,34.29170060000001,-79.0306032
25,48014,St. Clair County,MI,43.0145327,-82.92864279999999
26,50479,Cerro Gordo County,IA,42.9497279,-93.3993751
27,59337,Garfield County,MT,47.4186461,-106.6510617
28,61047,Ogle County,IL,42.1358374,-89.3795835
29,82240,Goshen County,WY,42.3666776,-104.1930918
30,63034,St. Louis County,MO,38.8515561,-90.2901815
31,77044,Harris County,TX,29.8963788,-95.1640605
32,12923,Clinton County,NY,,
33,52227,Linn County,IA,41.8990389,-91.5693045
34,03281,Hillsborough County,NH,43.0900107,-71.7385225
35,68457,Richardson County,NE,40.1576591,-95.7194522
36,43013,Licking County,OH,40.2318815,-82.7023383
37,08511,Burlington County,NJ,40.04332,-74.5521869
38,68836,Buffalo County,NE,40.717383,-99.389511
39,88047,Doña Ana County,NM,32.20738,-106.7057733
40,15027,Beaver County,PA,40.6639104,-80.2404959
41,46071,Boone County,IN,40.1160195,-86.6006249
42,58643,Slope County,ND,46.3957145,-103.9638652
43,59602,Lewis and Clark County,MT,46.7815672,-111.9205455
44,04451,Penobscot County,ME,,
45,38401,Maury County,TN,35.6603272,-87.0224442
46,95472,Sonoma County,CA,38.4067427,-122.8761309
47,10901,Rockland County,NY,41.1411152,-74.1357407
48,73848,Beaver County,OK,36.6588867,-100.0359661
49,56255,Redwood County,MN,44.4032506,-95.4149003
50,03852,Strafford County,NH,43.49932,-70.977763
51,29638,Abbeville County,SC,34.3785055,-82.32348429999999
52,20710,Prince George's County,MD,38.938237,-76.9326167
53,31044,Twiggs County,GA,32.6554564,-83.357567
54,21542,Allegany County,MD,39.5912713,-78.95039050000001
55,32424,Calhoun County,FL,30.3682347,-85.1271907
56,43316,Wyandot County,OH,40.95147610000001,-83.4003037
57,47247,Bartholomew County,IN,39.0593125,-85.8876372
58,06029,Tolland County,CT,41.9223813,-72.4613191
59,58520,Morton County,ND,46.6720967,-101.5158616
60,29707,Lancaster County,SC,34.967837,-80.8433145
61,03874,Rockingham County,NH,42.8889035,-70.85361639999999
62,44820,Crawford County,OH,40.86445519999999,-82.95015579999999
63,12970,DKI Jakarta,Daerah Khusus Ibukota Jakarta,-6.2103891,106.8399623
64,02420,Middlesex County,MA,42.4609077,-71.2220832
65,03462,Cheshire County,NH,42.895617,-72.4021423
66,20841,Montgomery County,MD,39.1943427,-77.3209555
67,12809,Washington County,NY,,
68,53021,Ozaukee County,WI,43.4952136,-88.0020589
69,14218,Erie County,NY,42.8168447,-78.83260159999999
70,31650,Atkinson County,GA,31.3697794,-83.01465259999999
71,52746,Scott County,IA,41.7089309,-90.6678177
72,23168,James City County,VA,37.4170478,-76.8144298
73,02332,Plymouth County,MA,42.0342172,-70.70495199999999
74,31907,Muscogee County,GA,32.4559867,-84.87763919999999
75,32810,Orange County,FL,28.6235111,-81.4246931
76,04859,Knox County,ME,43.9959201,-69.1422929
77,46236,Marion County,IN,39.8911749,-85.9570913
78,01545,Worcester County,MA,42.2834603,-71.726659
79,88255,Tübingen,BW,47.8415286,9.6715776
80,72529,Sharp County,AR,36.2856157,-91.5499211
81,44826,Huron County,OH,41.2462053,-82.48610529999999
82,73139,Oklahoma County,OK,35.3810878,-97.5193093
83,99336,Benton County,WA,46.2138054,-119.161041
84,29850,Aiken County,SC,33.6079836,-81.80672229999999
85,13141,Cortland County,NY,,
86,31544,Telfair County,GA,31.8669257,-82.9716617
87,10598,Westchester County,NY,41.2868678,-73.78308609999999
88,75132,Rockwall County,TX,32.937362,-96.3920573
89,31716,Mitchell County,GA,31.3797459,-84.1224036
90,95922,Yuba County,CA,39.4882143,-121.0564425
91,02914,Providence County,RI,41.8164902,-71.3646236
92,42408,Hopkins County,KY,37.168261,-87.7172616
93,05602,Washington County,VT,44.28092729999999,-72.61950759999999
94,31318,Effingham County,GA,32.1379843,-81.3701881
95,22911,Albemarle County,VA,38.0574127,-78.4069732
96,08066,Gloucester County,NJ,39.8378991,-75.2362381
97,78046,Webb County,TX,27.3781176,-99.3229213
98,47383,Delaware County,IN,40.1504532,-85.2515482
99,45775,Meigs County,OH,39.0771169,-82.1496049
100,28636,Alexander County,NC,35.9541161,-81.0975397
101,45741,Meigs County,OH,39.0829536,-82.2365981
102,32303,Leon County,FL,30.5099431,-84.3647199
103,57799,Lawrence County,SD,44.4971196,-103.8728292
104,89129,Clark County,NV,36.2330997,-115.2719048
105,70006,Jefferson Parish,LA,30.012642,-90.1922645
106,20620,St. Mary's County,MD,38.2228586,-76.5199195
107,78759,Travis County,TX,30.401356,-97.7525352
108,23950,Mecklenburg County,VA,36.6339226,-78.0880129
109,17353,Adams County,PA,39.8737926,-77.3898602
110,02669,Barnstable County,MA,41.6837381,-69.9972788
111,39213,Hinds County,MS,32.3672122,-90.2338473
112,68879,Loup County,NE,41.8820854,-99.5006143
113,80121,Arapahoe County,CO,39.6117926,-104.9505671
114,74359,Delaware County,OK,36.1841008,-94.8494709
115,95842,Sacramento County,CA,38.68988880000001,-121.3484448
116,99580,Dillingham Census Area,AK,59.3646791,-157.4973849
117,07823,Warren County,NJ,40.8121949,-75.0494329
118,35634,Lauderdale County,AL,34.9049888,-87.5988876
119,08759,Ocean County,NJ,39.9549152,-74.3822058
120,45405,Montgomery County,OH,39.7909447,-84.21207
121,56307,Stearns County,MN,45.6024378,-94.6106841
122,37315,Hamilton County,TN,35.0500092,-85.04904979999999
123,66717,Wilson County,KS,37.705217,-95.6563119
124,72768,Benton County,AR,36.4703811,-94.5108862
125,23356,Accomack County,VA,37.9986822,-75.3995089
126,65278,Randolph County,MO,39.341978,-92.4149659
127,65257,Randolph County,MO,39.2727022,-92.5197932
128,71646,Ashley County,AR,33.2009955,-91.7928402
129,96140,Placer County,CA,39.2245423,-120.0954076
130,37919,Knox County,TN,35.9073934,-84.0061661
131,46408,Lake County,IN,41.5412825,-87.3711477
132,20405,District of Columbia,DC,38.896904,-77.04259379999999
133,19140,Philadelphia County,PA,40.012545,-75.14870069999999
134,72478,Randolph County,AR,36.4641361,-91.0681918
135,95210,San Joaquin County,CA,38.0434058,-121.2969674
136,92368,San Bernardino County,CA,34.6498616,-117.2911248
137,98607,Clark County,WA,45.66950749999999,-122.3306449
138,96761,Maui County,HI,20.9266625,-156.6771873
139,91406,Los Angeles County,CA,34.1985119,-118.4980744
140,36615,Mobile County,AL,30.6344297,-88.06564449999999
141,13640,Jefferson County,NY,44.3125911,-75.9908334
142,65501,Dent County,MO,,
143,65067,Callaway County,MO,38.7449438,-91.7344155
144,32612,Alachua County,FL,29.65171759999999,-82.32488889999999
145,68130,Douglas County,NE,41.2395091,-96.2004383
146,97530,Jackson County,OR,42.1142909,-123.0850919
147,77950,Refugio County,TX,28.2910721,-96.8565427
148,63531,Knox County,MO,40.297968,-92.2138289
149,96719,Hawaii County,HI,20.2285734,-155.8679554
150,26280,Randolph County,WV,38.7113368,-80.0758425
151,27601,Wake County,NC,35.7744301,-78.6313624
152,53597,Dane County,WI,43.192794,-89.4553088
153,40218,Jefferson County,KY,38.1891095,-85.6588999
154,24301,Pulaski County,VA,37.0573212,-80.7990185
155,45111,Hamilton County,OH,39.1987913,-84.28318
156,98004,King County,WA,47.6264794,-122.2051487
157,65284,Boone County,MO,39.1937096,-92.3221622
158,72201,Pulaski County,AR,34.7499657,-92.2852014
159,98568,Grays Harbor County,WA,46.83559830000001,-123.2604719
160,03812,Carroll County,NH,44.0773584,-71.36652389999999
161,39705,Lowndes County,MS,33.5851639,-88.4210006
162,62703,Sangamon County,IL,39.764682,-89.6345796
163,84757,Washington County,UT,37.4682347,-113.2632655
164,14475,Ontario County,NY,42.9390961,-77.4960078
165,44703,Stark County,OH,40.8104446,-81.3811839
166,22535,Caroline County,VA,38.1410304,-77.2175223
167,98382,Clallam County,WA,48.0217704,-123.1273844
168,27233,Randolph County,NC,35.8943618,-79.6838874
169,45650,Adams County,OH,38.7456972,-83.4269996
170,99686,Valdez-Cordova Census Area,AK,61.1737303,-147.133526
171,97041,Hood River County,OR,45.4077458,-121.5919095
172,62932,Jackson County,IL,37.912096,-89.18964299999999
173,71279,Richland Parish,LA,32.4862173,-91.8598192
174,05471,Franklin County,VT,44.846092,-72.5845872
175,71836,Little River County,AR,33.76156450000001,-94.43879
176,56357,Benton County,MN,45.7072088,-93.8244859
177,48450,Sanilac County,MI,43.2110534,-82.52940650000001
178,14127,Erie County,NY,42.7576584,-78.77028949999999
179,43126,Franklin County,OH,39.8106225,-83.17092960000001
180,59803,Missoula County,MT,46.7696119,-114.0028043
181,79063,Castro County,TX,34.497538,-102.1404037
182,05846,Essex County,VT,44.805719,-71.85484199999999
183,65781,Greene County,MO,37.3554104,-93.3993751
184,85534,Greenlee County,AZ,32.6993994,-109.140438
185,94924,Marin County,CA,37.9588807,-122.7068429
186,07504,Passaic County,NJ,40.9127904,-74.1386767
187,58344,Nelson County,ND,48.0588005,-98.3048711
188,29438,Charleston County,SC,32.5700066,-80.32131059999999
189,95659,Sutter County,CA,38.83528889999999,-121.6054893
190,30453,Tattnall County,GA,52.3723858,9.6890537
191,98671,Clark County,WA,45.6128131,-122.2770147
192,11510,Nassau County,NY,40.6260153,-73.6006342
193,99632,Kusilvak Census Area,AK,62.1075171,-163.6530901
194,37396,Marion County,TN,35.005368,-85.50457109999999
195,99111,Whitman County,WA,46.8546482,-117.4377845
196,96738,Hawaii County,HI,19.9333973,-155.7906713
197,91962,San Diego County,CA,32.7750935,-116.4429944
198,31084,Wilcox County,GA,31.9618911,-83.603577
199,19025,Montgomery County,PA,40.1473382,-75.1632937
200,80215,Jefferson County,CO,39.747363,-105.1083542
201,45356,Miami County,OH,40.1458908,-84.2489525
202,59804,Missoula County,MT,46.8826694,-114.2319873
203,76028,Johnson County,TX,32.5297156,-97.286868
204,26327,Ritchie County,WV,39.1211609,-80.9097127
205,59480,Nord,Hauts-de-France,50.5568965,2.8314163
206,79851,Hudspeth County,TX,31.3686902,-105.2428853
207,87801,Socorro County,NM,34.1054432,-106.8414374
208,94558,Napa County,CA,38.3170536,-122.3019206
209,07874,Sussex County,NJ,40.9292038,-74.70444250000001
210,98392,Kitsap County,WA,47.7307539,-122.5616207
211,22935,Greene County,VA,38.2492969,-78.5547283
212,03452,Cheshire County,NH,42.8426433,-72.07051849999999
213,95360,Stanislaus County,CA,37.2490019,-121.2168466
214,71067,Bossier Parish,LA,32.591314,-93.4700327
215,29321,Union County,SC,34.7346757,-81.71305219999999
216,62939,Johnson County,IL,37.570537,-88.99880979999999
217,45888,Auglaize County,OH,40.60209649999999,-84.0876713
218,64101,Jackson County,MO,39.1041725,-94.5998517
219,69142,Thomas County,NE,41.9478656,-100.3273368
220,58381,Benson County,ND,47.8453628,-98.7603338
221,13167,Oswego County,NY,43.3058637,-76.0507949
222,25628,Logan County,WV,37.7565841,-81.85992139999999
223,41659,Floyd County,KY,37.5835543,-82.62133109999999
224,38459,Lincoln County,TN,35.2059991,-86.8119917
225,44429,Mahoning County,OH,41.0929228,-80.98158169999999
226,58348,Benson County,ND,47.967804,-99.4748288
227,78063,Bandera County,TX,29.6974158,-98.9024603
228,14207,Erie County,NY,42.9486552,-78.90053329999999
229,61028,Jo Daviess County,IL,42.2952126,-90.2057108
230,37416,Hamilton County,TN,35.0863004,-85.17904039999999
231,37754,Knox County,TN,36.1263469,-84.0484601
232,94707,Alameda County,CA,37.8983665,-122.2795667
233,60525,Cook County,IL,41.79061129999999,-87.86479609999999
234,13215,Onondaga County,NY,42.9862077,-76.23632479999999
235,54841,Barron County,WI,45.6069871,-91.7786041
236,04406,Piscataquis County,ME,45.225842,-69.6097199
237,65786,Camden County,MO,37.9625967,-92.9575607
238,37189,Davidson County,TN,36.2865922,-86.8421125
239,18433,Lackawanna County,PA,41.5513921,-75.58588859999999
240,92543,Riverside County,CA,33.6991526,-116.9793554
241,85382,Maricopa County,AZ,33.6513368,-112.2443628
242,23030,Charles City County,VA,37.3362253,-77.1255055
243,46710,Noble County,IN,41.3635429,-85.2515482
244,29461,Berkeley County,SC,33.146521,-79.9864071
245,42631,McCreary County,KY,36.7431325,-84.4811879
246,65612,Greene County,MO,37.2224562,-93.561026
247,36272,Calhoun County,AL,33.9244795,-85.6113128
248,66711,Crawford County,KS,37.6411614,-94.6967189
249,60601,Cook County,IL,41.8839927,-87.61970559999999
250,15861,Cameron County,PA,41.3264709,-78.0537813
251,01260,Berkshire County,MA,42.2627362,-73.2706389
252,61810,Vermilion County,IL,39.9164099,-87.9187711
253,39082,Simpson County,MS,31.96999469999999,-90.1307797
254,17752,Lycoming County,PA,41.1889715,-76.8951551
255,43713,Belmont County,OH,39.9880986,-81.1765211
256,66712,Crawford County,KS,37.5553183,-94.7174062
257,94579,Alameda County,CA,37.6851553,-122.1575745
258,17401,York County,PA,39.9591553,-76.736538
259,57760,Butte County,SD,45.0536447,-103.2625752
260,04747,Aroostook County,ME,,
261,61265,Rock Island County,IL,41.4902075,-90.4974359
262,04915,Waldo County,ME,44.4608789,-69.04745609999999
263,55454,Hennepin County,MN,44.9669685,-93.2409552
264,29505,Florence County,SC,34.1289479,-79.6838874
265,80501,Boulder County,CO,40.1733277,-105.1142011
266,01462,Worcester County,MA,42.5992565,-71.7385225
267,73460,Johnston County,OK,34.2599071,-96.6851982
268,16901,Tioga County,PA,41.7308901,-77.3324425
269,37303,McMinn County,TN,35.424641,-84.6269824
270,63116,St. Louis city,MO,38.5844866,-90.266699
271,28120,Gaston County,NC,35.3301866,-81.0202533
272,53218,Milwaukee County,WI,43.1088758,-88.0020589
273,11741,Suffolk County,NY,40.7941562,-73.0700421
274,42404,Webster County,KY,37.5123763,-87.8353278
275,03235,Merrimack County,NH,43.4452225,-71.6792008
276,47227,Jennings County,IN,38.8757227,-85.6537627
277,93203,Kern County,CA,35.0626492,-118.8130675
278,77041,Harris County,TX,29.86738769999999,-95.593239
279,33015,Miami-Dade County,FL,25.9358702,-80.3268812
280,12565,Columbia County,NY,,
281,27356,Montgomery County,NC,35.4281223,-79.7960523
282,35570,Marion County,AL,34.1810132,-87.97268100000001
283,42378,Daviess County,KY,37.7028904,-86.8421125
284,48881,Ionia County,MI,42.90008539999999,-85.21012689999999
285,60550,DeKalb County,IL,41.7353388,-88.8838834
286,40067,Shelby County,KY,38.235851,-85.36529589999999
287,54846,Ashland County,WI,46.3793395,-90.7306996
288,11556,Nassau County,NY,40.7,-73.58
289,71404,Winn Parish,LA,31.7581967,-92.7580701
290,61264,Rock Island County,IL,41.3796888,-90.5825359
291,75633,Panola County,TX,32.148066,-94.2743628
292,55974,Houston County,MN,43.5679533,-91.6566377
293,16727,McKean County,PA,41.98249999999999,-78.5490494
294,65774,Hickory County,MO,37.8945041,-93.5104537
295,89148,Clark County,NV,36.0612353,-115.2896852
296,16249,Armstrong County,PA,40.7733117,-79.30148450000002
297,78391,Bee County,TX,28.1630255,-97.730807
298,79701,Midland County,TX,31.9916009,-102.0832543
299,51105,Woodbury County,IA,42.5069391,-96.3598367
300,18062,Lehigh County,PA,40.5210582,-75.5626039
301,99343,Franklin County,WA,46.5545443,-119.1777378
302,43940,Belmont County,OH,40.0276844,-80.8147671
303,96737,Hawaii County,HI,19.1164237,-155.7832408
304,83468,Lemhi County,ID,45.01524089999999,-113.5258378
305,27929,Currituck County,NC,36.4397518,-75.9869609
306,66716,Bourbon County,KS,37.9343532,-95.0390536
307,87730,Harding County,NM,36.14155969999999,-104.2395942
308,45070,Preble County,OH,20.6333145,-103.4251691
309,15627,Westmoreland County,PA,40.3489885,-79.27894069999999
310,22560,Essex County,VA,37.9020528,-76.9412601
311,65657,Christian County,MO,36.8414379,-92.9875565
312,76671,Bosque County,TX,32.0182224,-97.5463885
313,93615,Tulare County,CA,36.5065822,-119.2901829
314,62950,Jackson County,IL,37.7442419,-89.5686271
315,58250,Walsh County,ND,48.30039070000001,-98.0033731
316,62517,Christian County,IL,39.5923138,-89.4257457
317,48026,Macomb County,MI,42.5345798,-82.9447782
318,51526,Pottawattamie County,IA,41.3419965,-95.8670405
319,81146,Alamosa County,CO,37.6572135,-105.5474373
320,35254,Jefferson County,AL,33.5199899,-86.8512078
321,53115,Walworth County,WI,42.6410322,-88.6530753
322,94506,Contra Costa County,CA,37.8213111,-121.9131761
323,95824,Sacramento County,CA,38.517011,-121.4513314
324,95540,Humboldt County,CA,40.60718050000001,-124.1132746
325,86538,Apache County,AZ,36.3881445,-109.6401242
326,98430,Pierce County,WA,47.12,-122.57
327,54490,Taylor County,WI,45.3361858,-90.4173986
328,32664,Marion County,FL,29.4471105,-82.2189363
329,71282,Madison Parish,LA,32.3959803,-91.1736994
330,92377,San Bernardino County,CA,34.1559542,-117.4027743
331,97531,Josephine County,OR,42.2154854,-123.6479484
332,02652,Barnstable County,MA,42.033165,-70.08008629999999
333,98077,King County,WA,47.7597609,-122.0417346
334,13421,Madison County,NY,43.055201,-75.6440842
335,23936,Buckingham County,VA,37.5169001,-78.4524591
336,60131,Cook County,IL,41.9348537,-87.87952299999999
337,72135,Pulaski County,AR,34.8576632,-92.5594214
338,68878,Dawson County,NE,41.0090066,-99.5006143
339,14075,Erie County,NY,42.7279833,-78.8609122
340,74523,Pushmataha County,OK,34.2476471,-95.6037465
341,55107,Ramsey County,MN,44.9309348,-93.0676373
342,37748,Roane County,TN,35.9419218,-84.5012435
343,46932,Cass County,IN,40.6049842,-86.26664629999999
344,78017,Frio County,TX,28.683635,-99.2342196
345,58530,Oliver County,ND,47.0984272,-101.1810131
346,53599,Lafayette County,WI,42.6476148,-89.86103179999999
347,11949,Suffolk County,NY,40.8730826,-72.7806422
348,87517,Taos County,NM,36.386392,-105.8055471
349,24312,Carroll County,VA,36.8262635,-80.8433145
350,63102,St. Louis city,MO,38.623996,-90.1846217
351,26033,Marshall County,WV,39.80387,-80.5882803
352,40737,Laurel County,KY,37.0092138,-84.1593413
353,75207,Dallas County,TX,32.7891591,-96.8217017
354,36542,Baldwin County,AL,30.29997879999999,-87.67783779999999
355,90713,Los Angeles County,CA,33.8477257,-118.1181199
356,60553,Lee County,IL,41.8553904,-88.96053649999999
357,13329,Herkimer County,NY,43.1203704,-74.7688173
358,99185,Lincoln County,WA,47.7390029,-118.7321539
359,78611,Burnet County,TX,30.7699023,-98.265058
360,64843,McDonald County,MO,36.7375773,-94.4080775
361,12943,Essex County,NY,,
362,28628,Burke County,NC,35.7334283,-81.777335
363,30452,Bulloch County,GA,32.3441445,-81.8879884
364,16421,Erie County,PA,42.1766723,-79.9304633
365,40921,Knox County,KY,36.7883059,-83.9214896
366,10310,Richmond County,NY,40.6307451,-74.1181234
367,06870,Fairfield County,CT,41.0249257,-73.5653021
368,30157,Paulding County,GA,33.8465617,-84.87763919999999
369,40374,Bath County,KY,38.1800301,-83.91089680000002
370,26385,Harrison County,WV,39.1607264,-80.3769999
371,36539,Washington County,AL,31.36688019999999,-88.38219889999999
372,59443,Cascade County,MT,47.5097096,-111.857875
373,23055,Fluvanna County,VA,,
374,33637,Hillsborough County,FL,28.0344263,-82.3614632
375,39756,Monroe County,MS,33.7676166,-88.7301525
376,83812,Shoshone County,ID,46.9921955,-116.2311705
377,89441,Washoe County,NV,39.6851741,-119.7194377
378,78332,Jim Wells County,TX,27.7350346,-98.090174
379,70450,Washington Parish,LA,30.9414726,-90.2620042
380,80939,El Paso County,CO,38.8819887,-104.6791893
381,40983,Owsley County,KY,37.3566992,-83.75178509999999
382,49263,Jackson County,MI,42.1576533,-84.1814271
383,39350,Neshoba County,MS,32.7603148,-89.1324866
384,35180,Jefferson County,AL,33.82318,-86.8421125
385,60639,Cook County,IL,41.9225138,-87.7517295
386,74130,Tulsa County,OK,36.2396898,-95.956825
387,79220,Dickens County,TX,33.7473355,-100.7774424
388,81237,Gunnison County,CO,38.6092912,-106.6173415
389,23691,Gloucester County,VA,37.2620337,-76.5603828
390,67625,Graham County,KS,39.3460413,-99.745565
391,18817,Bradford County,PA,41.8633907,-76.6264779
392,17872,Northumberland County,PA,40.7512335,-76.6297189
393,85616,Cochise County,AZ,31.7142792,-110.3785438
394,62982,Hardin County,IL,37.4249627,-88.37249299999999
395,78202,Bexar County,TX,29.4301674,-98.4595557
396,98833,Okanogan County,WA,48.7009709,-120.5665911
397,01803,Middlesex County,MA,42.50057229999999,-71.20426189999999
398,91701,San Bernardino County,CA,34.13566730000001,-117.6141457
399,37402,Hamilton County,TN,35.0449767,-85.31620660000002
400,28722,Polk County,NC,35.2105521,-82.11695499999999
401,97037,Wasco County,OR,45.0452974,-121.1499268
402,12067,Albany County,NY,42.5486853,-73.94773839999999
403,06357,New London County,CT,41.3394072,-72.2008455
404,30824,McDuffie County,GA,33.5258626,-82.5185837
405,04786,Aroostook County,ME,46.7904668,-68.2253756
406,27944,Perquimans County,NC,36.1329763,-76.4100267
407,42325,Muhlenberg County,KY,37.3293272,-87.2419299
408,27954,Dare County,NC,35.9078714,-75.6789905
409,62215,Clinton County,IL,38.4948766,-89.6157473
410,77837,Robertson County,TX,31.0210309,-96.6851982
411,49246,Jackson County,MI,42.1348269,-84.5117321
412,95565,Humboldt County,CA,40.44518910000001,-124.0075476
413,98243,San Juan County,WA,48.62397970000001,-123.0092911
414,36518,Washington County,AL,31.4578061,-88.3433623
415,01432,Middlesex County,MA,42.56035869999999,-71.560526
416,08037,Atlantic County,NJ,39.643728,-74.7571147
417,64484,Buchanan County,MO,39.5536104,-95.0286488
418,02210,Suffolk County,MA,42.3517272,-71.0408624
419,83464,Lemhi County,ID,44.4661966,-113.3043944
420,68710,Dixon County,NE,42.4440555,-96.8565427
421,02347,Plymouth County,MA,41.8306204,-70.9665682
422,48160,Washtenaw County,MI,42.0808666,-83.6561215
423,23075,Henrico County,VA,37.551274,-77.3152116
424,98296,Snohomish County,WA,47.8313268,-122.0938937
425,23119,Mathews County,VA,37.4559371,-76.28845919999999
426,79360,Gaines County,TX,32.6987519,-102.7135121
427,27707,Durham County,NC,35.9530958,-78.9571069
428,16750,McKean County,PA,,
429,64012,Cass County,MO,38.7952436,-94.5418141
430,50324,Polk County,IA,41.6038268,-93.7105118
431,17745,Lycoming County,PA,41.3576886,-77.5160788
432,64108,Jackson County,MO,39.0795392,-94.5985613
433,83703,Ada County,ID,43.6574505,-116.242429
434,17952,Schuylkill County,PA,40.7647961,-76.0594972
435,73950,Beaver County,OK,36.8432359,-100.8451467
436,37336,Meigs County,TN,35.3059815,-84.9193082
437,80744,Sedgwick County,CO,40.8120404,-102.3922135
438,95014,Santa Clara County,CA,37.31317,-122.0723816
439,42350,McLean County,KY,37.4555322,-87.1622344
440,39153,Smith County,MS,32.0373511,-89.5120084
441,96729,Maui County,HI,21.1669493,-157.0690696
442,27260,Guilford County,NC,35.9623181,-79.9752212
443,47460,Owen County,IN,39.3177867,-86.7818523
444,97368,Lincoln County,OR,44.9981612,-123.8429512
445,45101,Brown County,OH,38.6852536,-83.75178509999999
446,15480,Fayette County,PA,39.9844988,-79.77923659999999
447,58467,Stutsman County,ND,46.87441829999999,-99.3099839
448,38066,Fayette County,TN,35.0599375,-89.5308903
449,19944,Sussex County,DE,38.4656784,-75.0552739
450,58535,Morton County,ND,46.4663788,-101.2321666
451,39356,Jasper County,MS,32.1482511,-89.0370477
452,34748,Lake County,FL,28.7898508,-81.87706709999999
453,53219,Milwaukee County,WI,42.996996,-87.9873724
454,89423,Douglas County,NV,39.0025146,-119.7194377
455,23651,Hampton city,VA,37.0084845,-76.30293739999999
456,69040,Hitchcock County,NE,40.3819225,-101.1164452
457,85643,Cochise County,AZ,32.4229262,-110.0449662
458,02144,Middlesex County,MA,42.3991718,-71.1240559
459,73760,Stuttgart,BW,48.7145823,9.2584908
460,68131,Douglas County,NE,41.2644695,-95.9647536
461,14530,Wyoming County,NY,42.7555047,-77.99670429999999
462,56277,Renville County,MN,44.7601496,-94.9974461
463,12577,Orange County,NY,41.425507,-74.1210597
464,60928,Iroquois County,IL,40.7415145,-87.8500644
465,35968,DeKalb County,AL,34.4683338,-85.7564107
466,62625,Sangamon County,IL,39.9089169,-89.69102230000001
467,67219,Sedgwick County,KS,37.7618735,-97.3192542
468,81082,Las Animas County,CO,37.1583021,-104.5655273
469,59716,Gallatin County,MT,45.26599,-111.25312
470,15926,Somerset County,PA,40.0430292,-78.8269385
471,08030,Camden County,NJ,39.8888931,-75.1253492
472,63049,Jefferson County,MO,38.4732609,-90.5352356
473,50432,Hancock County,IA,43.2220775,-93.7930449
474,25701,Cabell County,WV,38.3751952,-82.3994214
475,49642,Lake County,MI,43.8753829,-85.77691639999999
476,11962,Suffolk County,NY,40.9213308,-72.271908
477,97827,Union County,OR,45.6428118,-117.8797007
478,59461,Liberty County,MT,48.4625296,-111.2319363
479,86001,Coconino County,AZ,35.3605853,-111.7614661
480,80905,El Paso County,CO,38.8163486,-104.8512993
481,65259,Randolph County,MO,39.4790718,-92.5594214
482,24577,Halifax County,VA,36.9346772,-78.9474058
483,72055,Arkansas County,AR,34.1235864,-91.3469247
484,38821,Monroe County,MS,33.9876974,-88.4597673
485,66014,Linn County,KS,38.2196641,-95.0286488
486,74059,Payne County,OK,35.946388,-97.0713572
487,28226,Mecklenburg County,NC,35.1173473,-80.7990185
488,41621,Floyd County,KY,37.6245267,-82.7266217
489,50511,Kossuth County,IA,43.0563377,-94.2743628
490,12059,Albany County,NY,,
491,49224,Calhoun County,MI,42.29369639999999,-84.75244819999999
492,54128,Shawano County,WI,44.8630478,-88.8070886
493,70438,Washington Parish,LA,30.8498462,-90.1120696
494,37217,Davidson County,TN,36.0964827,-86.63087589999999
495,67150,Bas-Rhin,Grand Est,48.4023962,7.6855221
496,68773,Antelope County,NE,42.3904746,-98.1229329
497,16861,Clearfield County,PA,,
498,30560,Fannin County,GA,34.8350368,-84.20679919999999
499,15823,Elk County,PA,41.2550424,-78.713608
500,33901,Lee County,FL,26.6235485,-81.87706709999999
501,53911,Columbia County,WI,43.3084717,-89.3795835
502,47020,Switzerland County,IN,38.8257279,-84.9297206
503,74633,Osage County,OK,36.6972673,-96.7708138
504,58735,Ward County,ND,47.8842429,-101.4712346
505,30082,Cobb County,GA,33.8598323,-84.53794549999999
506,97909,Malheur County,OR,44.2062061,-117.4941213
507,30741,Walker County,GA,34.958476,-85.2825938
508,58572,Burleigh County,ND,46.8682025,-100.2905053
509,04449,Penobscot County,ME,45.0039734,-68.9015702
510,36854,Lee County,AL,32.7381769,-85.1686743
511,18038,Northampton County,PA,40.7935303,-75.5160235
